x1, y1,    x2,  y2,   x3, y3,   x4,  y4,
578,286,  1906,286,  573,1579,  1903,1580,
573,1708, 1903,1708, 575,3002,  1903,3001,

580,291,  1907,292,  575,1583,  1904,1583,
575,1713, 1903,1713, 576,3007,  1903,3007,

583,292,  1910,295,  576,1585,  1904,1586,
576,1714, 1904,1716, 575,3008,  1903,3009,

582,292,  1908,294,  578,1584,  1906,1586,
577,1714, 1904,1715, 576,3008,  1903,3008,

582,294,  1907,294,  576,1585,  1903,1585,
575,1714, 1904,1715, 576,3009,  1902,3007,
